date_published,title,authors,summary,url,category
2020-11-15 15:10:57+00:00,Discovering long term dependencies in noisy time series data using deep learning,['Alexey Kurochkin'],"Time series modelling is essential for solving tasks such as predictive
maintenance, quality control and optimisation. Deep learning is widely used for
solving such problems. When managing complex manufacturing process with neural
networks, engineers need to know why machine learning model made specific
decision and what are possible outcomes of following model recommendation. In
this paper we develop framework for capturing and explaining temporal
dependencies in time series data using deep neural networks and test it on
various synthetic and real world datasets.",http://arxiv.org/pdf/2011.07551v1,cs.LG
2020-11-13 21:04:47+00:00,Rank Determination in Tensor Factor Model,"['Yuefeng Han', 'Rong Chen', 'Cun-Hui Zhang']","Factor model is an appealing and effective analytic tool for high-dimensional
time series, with a wide range of applications in economics, finance and
statistics. This paper develops two criteria for the determination of the
number of factors for tensor factor models where the signal part of an observed
tensor time series assumes a Tucker decomposition with the core tensor as the
factor tensor. The task is to determine the dimensions of the core tensor. One
of the proposed criteria is similar to information based criteria of model
selection, and the other is an extension of the approaches based on the ratios
of consecutive eigenvalues often used in factor analysis for panel time series.
Theoretically results, including sufficient conditions and convergence rates,
are established. The results include the vector factor models as special cases,
with an additional convergence rates. Simulation studies provide promising
finite sample performance for the two criteria.",http://arxiv.org/pdf/2011.07131v3,stat.ME
2020-11-11 02:27:00+00:00,Energy consumption forecasting using a stacked nonparametric Bayesian approach,"['Dilusha Weeraddana', 'Nguyen Lu Dang Khoa', 'Lachlan O Neil', 'Weihong Wang', 'Chen Cai']","In this paper, the process of forecasting household energy consumption is
studied within the framework of the nonparametric Gaussian Process (GP), using
multiple short time series data. As we begin to use smart meter data to paint a
clearer picture of residential electricity use, it becomes increasingly
apparent that we must also construct a detailed picture and understanding of
consumer's complex relationship with gas consumption. Both electricity and gas
consumption patterns are highly dependent on various factors, and the intricate
interplay of these factors is sophisticated. Moreover, since typical gas
consumption data is low granularity with very few time points, naive
application of conventional time-series forecasting techniques can lead to
severe over-fitting. Given these considerations, we construct a stacked GP
method where the predictive posteriors of each GP applied to each task are used
in the prior and likelihood of the next level GP. We apply our model to a
real-world dataset to forecast energy consumption in Australian households
across several states. We compare intuitively appealing results against other
commonly used machine learning techniques. Overall, the results indicate that
the proposed stacked GP model outperforms other forecasting techniques that we
tested, especially when we have a multiple short time-series instances.",http://arxiv.org/pdf/2011.05519v1,cs.LG
2020-11-10 17:26:49+00:00,ATCN: Resource-Efficient Processing of Time Series on Edge,"['Mohammadreza Baharani', 'Hamed Tabkhi']","This paper presents a scalable deep learning model called Agile Temporal
Convolutional Network (ATCN) for high-accurate fast classification and time
series prediction in resource-constrained embedded systems. ATCN is a family of
compact networks with formalized hyperparameters that enable
application-specific adjustments to be made to the model architecture. It is
primarily designed for embedded edge devices with very limited performance and
memory, such as wearable biomedical devices and real-time reliability
monitoring systems. ATCN makes fundamental improvements over the mainstream
temporal convolutional neural networks, including residual connections to
increase the network depth and accuracy, and the incorporation of separable
depth-wise convolution to reduce the computational complexity of the model. As
part of the present work, two ATCN families, namely T0, and T1 are also
presented and evaluated on different ranges of embedded processors - Cortex-M7
and Cortex-A57 processor. An evaluation of the ATCN models against the
best-in-class InceptionTime and MiniRocket shows that ATCN almost maintains
accuracy while improving the execution time on a broad range of embedded and
cyber-physical applications with demand for real-time processing on the
embedded edge. At the same time, in contrast to existing solutions, ATCN is the
first time-series classifier based on deep learning that can be run bare-metal
on embedded microcontrollers (Cortex-M7) with limited computational performance
and memory capacity while delivering state-of-the-art accuracy.",http://arxiv.org/pdf/2011.05260v4,cs.LG
2020-11-10 01:44:22+00:00,Using flexible noise models to avoid noise model misspecification in inference of differential equation time series models,"['Richard Creswell', 'Ben Lambert', 'Chon Lok Lei', 'Martin Robinson', 'David Gavaghan']","When modelling time series, it is common to decompose observed variation into
a ""signal"" process, the process of interest, and ""noise"", representing nuisance
factors that obfuscate the signal. To separate signal from noise, assumptions
must be made about both parts of the system. If the signal process is
incorrectly specified, our predictions using this model may generalise poorly;
similarly, if the noise process is incorrectly specified, we can attribute too
much or too little observed variation to the signal. With little justification,
independent Gaussian noise is typically chosen, which defines a statistical
model that is simple to implement but often misstates system uncertainty and
may underestimate error autocorrelation. There are a range of alternative noise
processes available but, in practice, none of these may be entirely
appropriate, as actual noise may be better characterised as a time-varying
mixture of these various types. Here, we consider systems where the signal is
modelled with ordinary differential equations and present classes of flexible
noise processes that adapt to a system's characteristics. Our noise models
include a multivariate normal kernel where Gaussian processes allow for
non-stationary persistence and variance, and nonparametric Bayesian models that
partition time series into distinct blocks of separate noise structures. Across
the scenarios we consider, these noise processes faithfully reproduce true
system uncertainty: that is, parameter estimate uncertainty when doing
inference using the correct noise model. The models themselves and the methods
for fitting them are scalable to large datasets and could help to ensure more
appropriate quantification of uncertainty in a host of time series models.",http://arxiv.org/pdf/2011.04854v1,stat.ME
2020-11-09 20:19:20+00:00,Statistical analysis for stationary time series at extreme levels: new estimators for the limiting cluster size distribution,"['Axel Bücher', 'Tobias Jennessen']","A measure of primal importance for capturing the serial dependence of a
stationary time series at extreme levels is provided by the limiting cluster
size distribution. New estimators based on a blocks declustering scheme are
proposed and analyzed both theoretically and by means of a large-scale
simulation study. A sliding blocks version of the estimators is shown to
outperform a disjoint blocks version. In contrast to some competitors from the
literature, the estimators only depend on one unknown parameter to be chosen by
the statistician.",http://arxiv.org/pdf/2011.04733v1,math.ST
2020-11-09 10:41:28+00:00,ConFuse: Convolutional Transform Learning Fusion Framework For Multi-Channel Data Analysis,"['Pooja Gupta', 'Jyoti Maggu', 'Angshul Majumdar', 'Emilie Chouzenoux', 'Giovanni Chierchia']","This work addresses the problem of analyzing multi-channel time series data
%. In this paper, we by proposing an unsupervised fusion framework based on
%the recently proposed convolutional transform learning. Each channel is
processed by a separate 1D convolutional transform; the output of all the
channels are fused by a fully connected layer of transform learning. The
training procedure takes advantage of the proximal interpretation of activation
functions. We apply the developed framework to multi-channel financial data for
stock forecasting and trading. We compare our proposed formulation with
benchmark deep time series analysis networks. The results show that our method
yields considerably better results than those compared against.",http://arxiv.org/pdf/2011.04317v1,cs.LG
2020-11-08 00:16:38+00:00,Modeling Interval Trendlines: Symbolic Singular Spectrum Analysis for Interval Time Series,"['Miguel de Carvalho', 'Gabriel Martos']","In this article we propose an extension of singular spectrum analysis for
interval-valued time series. The proposed methods can be used to decompose and
forecast the dynamics governing a set-valued stochastic process. The resulting
components on which the interval time series is decomposed can be understood as
interval trendlines, cycles, or noise. Forecasting can be conducted through a
linear recurrent method, and we devised generalizations of the decomposition
method for the multivariate setting. The performance of the proposed methods is
showcased in a simulation study. We apply the proposed methods so to track the
dynamics governing the Argentina Stock Market (MERVAL) in real time, in a case
study that covers the most recent period of turbulence that led to discussions
of the government of Argentina with the International Monetary Fund.",http://arxiv.org/pdf/2011.03872v1,stat.ME
2020-11-05 19:45:59+00:00,Statistical analysis of Wasserstein GANs with applications to time series forecasting,"['Moritz Haas', 'Stefan Richter']","We provide statistical theory for conditional and unconditional Wasserstein
generative adversarial networks (WGANs) in the framework of dependent
observations. We prove upper bounds for the excess Bayes risk of the WGAN
estimators with respect to a modified Wasserstein-type distance. Furthermore,
we formalize and derive statements on the weak convergence of the estimators
and use them to develop confidence intervals for new observations. The theory
is applied to the special case of high-dimensional time series forecasting. We
analyze the behavior of the estimators in simulations based on synthetic data
and investigate a real data example with temperature data. The dependency of
the data is quantified with absolutely regular beta-mixing coefficients.",http://arxiv.org/pdf/2011.03074v1,math.ST
2020-11-03 19:54:20+00:00,On Ordered Fuzzy Numbers Generated By Time Series,"['C. Gast', 'R. Traylor']","This paper proposes a new trapezoidal ordered fuzzy number representation of
windowed time series based on the idea of a Japanese candlestick to those
previously proposed in the literature. We define and illustrate several
descriptive statistics based on the information contained in the ordered fuzzy
numbers. We utilize financial trading data from three automotive companies as a
case study. Further expansion can be applied to any other forms of time series
data to offer further insight into many other data driven situations.",http://arxiv.org/pdf/2011.01980v1,math.ST
2020-11-03 16:58:08+00:00,Tabular Transformers for Modeling Multivariate Time Series,"['Inkit Padhi', 'Yair Schiff', 'Igor Melnyk', 'Mattia Rigotti', 'Youssef Mroueh', 'Pierre Dognin', 'Jerret Ross', 'Ravi Nair', 'Erik Altman']","Tabular datasets are ubiquitous in data science applications. Given their
importance, it seems natural to apply state-of-the-art deep learning algorithms
in order to fully unlock their potential. Here we propose neural network models
that represent tabular time series that can optionally leverage their
hierarchical structure. This results in two architectures for tabular time
series: one for learning representations that is analogous to BERT and can be
pre-trained end-to-end and used in downstream tasks, and one that is akin to
GPT and can be used for generation of realistic synthetic tabular sequences. We
demonstrate our models on two datasets: a synthetic credit card transaction
dataset, where the learned representations are used for fraud detection and
synthetic data generation, and on a real pollution dataset, where the learned
encodings are used to predict atmospheric pollutant concentrations. Code and
data are available at https://github.com/IBM/TabFormer.",http://arxiv.org/pdf/2011.01843v2,cs.LG
2020-11-02 23:21:57+00:00,Detecting direct causality in multivariate time series: A comparative study,"['Angeliki Papana', 'Elsa Siggiridou', 'Dimitris Kugiumtzis']","The concept of Granger causality is increasingly being applied for the
characterization of directional interactions in different applications. A
multivariate framework for estimating Granger causality is essential in order
to account for all the available information from multivariate time series.
However, the inclusion of non-informative or non-significant variables creates
estimation problems related to the 'curse of dimensionality'. To deal with this
issue, direct causality measures using variable selection and dimension
reduction techniques have been introduced. In this comparative work, the
performance of an ensemble of bivariate and multivariate causality measures in
the time domain is assessed, focusing on dimension reduction causality
measures. In particular, different types of high-dimensional coupled discrete
systems are used (involving up to 100 variables) and the robustness of the
causality measures to time series length and different noise types is examined.
The results of the simulation study highlight the superiority of the dimension
reduction measures, especially for high-dimensional systems.",http://arxiv.org/pdf/2011.01379v1,stat.ME
2020-11-02 03:09:23+00:00,Time Series Forecasting with Stacked Long Short-Term Memory Networks,['Frank Xiao'],"Long Short-Term Memory (LSTM) networks are often used to capture temporal
dependency patterns. By stacking multi-layer LSTM networks, it can capture even
more complex patterns. This paper explores the effectiveness of applying
stacked LSTM networks in the time series prediction domain, specifically, the
traffic volume forecasting. Being able to predict traffic volume more
accurately can result in better planning, thus greatly reduce the operation
cost and improve overall efficiency.",http://arxiv.org/pdf/2011.00697v1,cs.LG
2020-10-29 23:56:57+00:00,Modern strategies for time series regression,"['Stephanie Clark', 'Rob J Hyndman', 'Dan Pagendam', 'Louise M Ryan']","This paper discusses several modern approaches to regression analysis
involving time series data where some of the predictor variables are also
indexed by time. We discuss classical statistical approaches as well as methods
that have been proposed recently in the machine learning literature. The
approaches are compared and contrasted, and it will be seen that there are
advantages and disadvantages to most currently available approaches. There is
ample room for methodological developments in this area. The work is motivated
by an application involving the prediction of water levels as a function of
rainfall and other climate variables in an aquifer in eastern Australia.",http://arxiv.org/pdf/2010.15997v1,stat.ME
2020-10-26 22:07:53+00:00,Benchmarking Deep Learning Interpretability in Time Series Predictions,"['Aya Abdelsalam Ismail', 'Mohamed Gunady', 'Héctor Corrada Bravo', 'Soheil Feizi']","Saliency methods are used extensively to highlight the importance of input
features in model predictions. These methods are mostly used in vision and
language tasks, and their applications to time series data is relatively
unexplored. In this paper, we set out to extensively compare the performance of
various saliency-based interpretability methods across diverse neural
architectures, including Recurrent Neural Network, Temporal Convolutional
Networks, and Transformers in a new benchmark of synthetic time series data. We
propose and report multiple metrics to empirically evaluate the performance of
saliency methods for detecting feature importance over time using both
precision (i.e., whether identified features contain meaningful signals) and
recall (i.e., the number of features with signal identified as important).
Through several experiments, we show that (i) in general, network architectures
and saliency methods fail to reliably and accurately identify feature
importance over time in time series data, (ii) this failure is mainly due to
the conflation of time and feature domains, and (iii) the quality of saliency
maps can be improved substantially by using our proposed two-step temporal
saliency rescaling (TSR) approach that first calculates the importance of each
time step before calculating the importance of each feature at a time step.",http://arxiv.org/pdf/2010.13924v1,cs.LG
2020-10-23 15:51:23+00:00,A Review of Deep Learning Methods for Irregularly Sampled Medical Time Series Data,"['Chenxi Sun', 'Shenda Hong', 'Moxian Song', 'Hongyan Li']","Irregularly sampled time series (ISTS) data has irregular temporal intervals
between observations and different sampling rates between sequences. ISTS
commonly appears in healthcare, economics, and geoscience. Especially in the
medical environment, the widely used Electronic Health Records (EHRs) have
abundant typical irregularly sampled medical time series (ISMTS) data.
Developing deep learning methods on EHRs data is critical for personalized
treatment, precise diagnosis and medical management. However, it is challenging
to directly use deep learning models for ISMTS data. On the one hand, ISMTS
data has the intra-series and inter-series relations. Both the local and global
structures should be considered. On the other hand, methods should consider the
trade-off between task accuracy and model complexity and remain generality and
interpretability. So far, many existing works have tried to solve the above
problems and have achieved good results. In this paper, we review these deep
learning methods from the perspectives of technology and task. Under the
technology-driven perspective, we summarize them into two categories - missing
data-based methods and raw data-based methods. Under the task-driven
perspective, we also summarize them into two categories - data
imputation-oriented and downstream task-oriented. For each of them, we point
out their advantages and disadvantages. Moreover, we implement some
representative methods and compare them on four medical datasets with two
tasks. Finally, we discuss the challenges and opportunities in this area.",http://arxiv.org/pdf/2010.12493v2,cs.LG
2020-10-22 05:17:07+00:00,PLSO: A generative framework for decomposing nonstationary time-series into piecewise stationary oscillatory components,"['Andrew H. Song', 'Demba Ba', 'Emery N. Brown']","To capture the slowly time-varying spectral content of real-world
time-series, a common paradigm is to partition the data into approximately
stationary intervals and perform inference in the time-frequency domain.
However, this approach lacks a corresponding nonstationary time-domain
generative model for the entire data and thus, time-domain inference occurs in
each interval separately. This results in distortion/discontinuity around
interval boundaries and can consequently lead to erroneous inferences based on
any quantities derived from the posterior, such as the phase. To address these
shortcomings, we propose the Piecewise Locally Stationary Oscillation (PLSO)
model for decomposing time-series data with slowly time-varying spectra into
several oscillatory, piecewise-stationary processes. PLSO, as a nonstationary
time-domain generative model, enables inference on the entire time-series
without boundary effects and simultaneously provides a characterization of its
time-varying spectral properties. We also propose a novel two-stage inference
algorithm that combines Kalman theory and an accelerated proximal gradient
algorithm. We demonstrate these points through experiments on simulated data
and real neural data from the rat and the human brain.",http://arxiv.org/pdf/2010.11449v3,stat.ME
2020-10-21 03:40:35+00:00,Model selection in reconciling hierarchical time series,"['Mahdi Abolghasemi', 'Rob J Hyndman', 'Evangelos Spiliotis', 'Christoph Bergmeir']","Model selection has been proven an effective strategy for improving accuracy
in time series forecasting applications. However, when dealing with
hierarchical time series, apart from selecting the most appropriate forecasting
model, forecasters have also to select a suitable method for reconciling the
base forecasts produced for each series to make sure they are coherent.
Although some hierarchical forecasting methods like minimum trace are strongly
supported both theoretically and empirically for reconciling the base
forecasts, there are still circumstances under which they might not produce the
most accurate results, being outperformed by other methods. In this paper we
propose an approach for dynamically selecting the most appropriate hierarchical
forecasting method and succeeding better forecasting accuracy along with
coherence. The approach, to be called conditional hierarchical forecasting, is
based on Machine Learning classification methods and uses time series features
as leading indicators for performing the selection for each hierarchy examined
considering a variety of alternatives. Our results suggest that conditional
hierarchical forecasting leads to significantly more accurate forecasts than
standard approaches, especially at lower hierarchical levels.",http://arxiv.org/pdf/2010.10742v2,cs.LG
2020-10-20 08:14:02+00:00,A novel method of fuzzy time series forecasting based on interval index number and membership value using support vector machine,"['Kiran Bisht', 'Arun Kumar']","Fuzzy time series forecasting methods are very popular among researchers for
predicting future values as they are not based on the strict assumptions of
traditional time series forecasting methods. Non-stochastic methods of fuzzy
time series forecasting are preferred by the researchers as they provide more
significant forecasting results. There are generally, four factors that
determine the performance of the forecasting method (1) number of intervals
(NOIs) and length of intervals to partition universe of discourse (UOD) (2)
fuzzification rules or feature representation of crisp time series (3) method
of establishing fuzzy logic rule (FLRs) between input and target values (4)
defuzzification rule to get crisp forecasted value. Considering the first two
factors to improve the forecasting accuracy, we proposed a novel non-stochastic
method fuzzy time series forecasting in which interval index number and
membership value are used as input features to predict future value. We
suggested a simple rounding-off range and suitable step size method to find the
optimal number of intervals (NOIs) and used fuzzy c-means clustering process to
divide UOD into intervals of unequal length. We implement support vector
machine (SVM) to establish FLRs. To test our proposed method we conduct a
simulated study on five widely used real time series and compare the
performance with some recently developed models. We also examine the
performance of the proposed model by using multi-layer perceptron (MLP) instead
of SVM. Two performance measures RSME and SMAPE are used for performance
analysis and observed better forecasting accuracy by the proposed model.",http://arxiv.org/pdf/2010.11274v1,cs.LG
2020-10-20 07:04:25+00:00,RDIS: Random Drop Imputation with Self-Training for Incomplete Time Series Data,"['Tae-Min Choi', 'Ji-Su Kang', 'Jong-Hwan Kim']","Time-series data with missing values are commonly encountered in many fields,
such as healthcare, meteorology, and robotics. The imputation aims to fill the
missing values with valid values. Most imputation methods trained the models
implicitly because missing values have no ground truth. In this paper, we
propose Random Drop Imputation with Self-training (RDIS), a novel training
method for time-series data imputation models. In RDIS, we generate extra
missing values by applying a random drop on the observed values in incomplete
data. We can explicitly train the imputation models by filling in the randomly
dropped values. In addition, we adopt self-training with pseudo values to
exploit the original missing values. To improve the quality of pseudo values,
we set the threshold and filter them by calculating the entropy. To verify the
effectiveness of RDIS on the time series imputation, we test RDIS to various
imputation models and achieve competitive results on two real-world datasets.",http://arxiv.org/pdf/2010.10075v2,cs.LG
2020-10-20 06:59:50+00:00,Volterra bootstrap: Resampling higher-order statistics for strictly stationary univariate time series,"['Natalia Sirotko-Sibirskaya', 'Matthias O. Franz', 'Thorsten Dickhaus']","We are concerned with nonparametric hypothesis testing of time series
functionals. It is known that the popular autoregressive sieve bootstrap is, in
general, not valid for statistics whose (asymptotic) distribution depends on
moments of order higher than two, irrespective of whether the data come from a
linear time series or a nonlinear one. Inspired by nonlinear system theory we
circumvent this non-validity by introducing a higher-order bootstrap scheme
based on the Volterra series representation of the process. In order to
estimate coefficients of such a representation efficiently, we rely on the
alternative formulation of Volterra operators in reproducing kernel Hilbert
space. We perform polynomial kernel regression which scales linearly with the
input dimensionality and is independent of the degree of nonlinearity. We
illustrate the applicability of the suggested Volterra-representation-based
bootstrap procedure in a simulation study where we consider strictly stationary
linear and nonlinear processes.",http://arxiv.org/pdf/2010.10071v1,stat.ME
2020-10-19 14:02:14+00:00,A semi-supervised autoencoder framework for joint generation and classification of breathing,"['Oscar Pastor-Serrano', 'Danny Lathouwers', 'Zoltán Perkó']","One of the main problems with biomedical signals is the limited amount of
patient-specific data and the significant amount of time needed to record the
sufficient number of samples needed for diagnostic and treatment purposes. In
this study, we present a framework to simultaneously generate and classify
biomedical time series based on a modified Adversarial Autoencoder (AAE)
algorithm and one-dimensional convolutions. Our work is based on breathing time
series, with specific motivation to capture breathing motion during
radiotherapy lung cancer treatments. First, we explore the potential in using
the Variational Autoencoder (VAE) and AAE algorithms to model breathing from
individual patients. We extend the AAE algorithm to allow joint semi-supervised
classification and generation of different types of signals. To simplify the
modeling task, we introduce a pre-processing and post-processing compressing
algorithm that transforms the multi-dimensional time series into vectors
containing time and position values, which are transformed back into time
series through an additional neural network. By incorporating few labeled
samples during training, our model outperforms other purely discriminative
networks in classifying breathing baseline shift irregularities from a dataset
completely different from the training set. To our knowledge, the presented
framework is the first approach that unifies generation and classification
within a single model for this type of biomedical data, enabling both computer
aided diagnosis and augmentation of labeled samples within a single framework.",http://arxiv.org/pdf/2010.15579v2,cs.LG
2020-10-19 12:44:25+00:00,Neural Additive Vector Autoregression Models for Causal Discovery in Time Series,"['Bart Bussmann', 'Jannes Nys', 'Steven Latré']","Causal structure discovery in complex dynamical systems is an important
challenge for many scientific domains. Although data from (interventional)
experiments is usually limited, large amounts of observational time series data
sets are usually available. Current methods that learn causal structure from
time series often assume linear relationships. Hence, they may fail in
realistic settings that contain nonlinear relations between the variables. We
propose Neural Additive Vector Autoregression (NAVAR) models, a neural approach
to causal structure learning that can discover nonlinear relationships. We
train deep neural networks that extract the (additive) Granger causal
influences from the time evolution in multi-variate time series. The method
achieves state-of-the-art results on various benchmark data sets for causal
discovery, while providing clear interpretations of the mapped causal
relations.",http://arxiv.org/pdf/2010.09429v2,cs.LG
2020-10-18 08:28:12+00:00,Inverse Problem for Dynamic Computer Simulators via Multiple Scalar-valued Contour Estimation,"['Joseph Resch', 'Abhyuday Mandal', 'Pritam Ranjan']","In this paper we consider a dynamic computer simulator that produces a
time-series response $y_t(x)$ over $L$ time points, for every given input
parameter $x$. We propose a method for solving inverse problems, which refer to
the finding of a set of inputs that generates a pre-specified simulator output.
Inspired by the sequential approach of contour estimation via expected
improvement criterion developed by Ranjan et al. (2008, DOI:
10.1198/004017008000000541), our proposed method discretizes the target
response series on $k \; (\ll L)$ time points, and then iteratively solves $k$
scalar-valued inverse problems with respect to the discretized targets. We also
propose to use spline smoothing of the target response series to identify the
optimal number of knots, $k$, and the actual location of the knots for
discretization. The performance of the proposed methods is compared for several
test-function based computer simulators and the motivating real application
that uses a rainfall-runoff measurement model named Matlab-Simulink model.",http://arxiv.org/pdf/2010.08941v2,stat.ME
2020-10-16 12:45:13+00:00,Differentiable Divergences Between Time Series,"['Mathieu Blondel', 'Arthur Mensch', 'Jean-Philippe Vert']","Computing the discrepancy between time series of variable sizes is
notoriously challenging. While dynamic time warping (DTW) is popularly used for
this purpose, it is not differentiable everywhere and is known to lead to bad
local optima when used as a ""loss"". Soft-DTW addresses these issues, but it is
not a positive definite divergence: due to the bias introduced by entropic
regularization, it can be negative and it is not minimized when the time series
are equal. We propose in this paper a new divergence, dubbed soft-DTW
divergence, which aims to correct these issues. We study its properties; in
particular, under conditions on the ground cost, we show that it is a valid
divergence: it is non-negative and minimized if and only if the two time series
are equal. We also propose a new ""sharp"" variant by further removing entropic
bias. We showcase our divergences on time series averaging and demonstrate
significant accuracy improvements compared to both DTW and soft-DTW on 84 time
series classification datasets.",http://arxiv.org/pdf/2010.08354v3,cs.LG
2020-10-16 10:32:06+00:00,Uncertainty-Aware Deep Ensembles for Reliable and Explainable Predictions of Clinical Time Series,"['Kristoffer Wickstrøm', 'Karl Øyvind Mikalsen', 'Michael Kampffmeyer', 'Arthur Revhaug', 'Robert Jenssen']","Deep learning-based support systems have demonstrated encouraging results in
numerous clinical applications involving the processing of time series data.
While such systems often are very accurate, they have no inherent mechanism for
explaining what influenced the predictions, which is critical for clinical
tasks. However, existing explainability techniques lack an important component
for trustworthy and reliable decision support, namely a notion of uncertainty.
In this paper, we address this lack of uncertainty by proposing a deep ensemble
approach where a collection of DNNs are trained independently. A measure of
uncertainty in the relevance scores is computed by taking the standard
deviation across the relevance scores produced by each model in the ensemble,
which in turn is used to make the explanations more reliable. The class
activation mapping method is used to assign a relevance score for each time
step in the time series. Results demonstrate that the proposed ensemble is more
accurate in locating relevant time steps and is more consistent across random
initializations, thus making the model more trustworthy. The proposed
methodology paves the way for constructing trustworthy and dependable support
systems for processing clinical time series for healthcare related tasks.",http://arxiv.org/pdf/2010.11310v1,cs.LG
2020-10-15 08:32:27+00:00,An Improved Online Penalty Parameter Selection Procedure for $\ell_1$-Penalized Autoregressive with Exogenous Variables,"['William B. Nicholson', 'Xiaohan Yan']","Many recent developments in the high-dimensional statistical time series
literature have centered around time-dependent applications that can be adapted
to regularized least squares. Of particular interest is the lasso, which both
serves to regularize and provide feature selection. The lasso requires the
specification of a penalty parameter that determines the degree of sparsity to
impose. The most popular penalty parameter selection approaches that respect
time dependence are very computationally intensive and are not appropriate for
modeling certain classes of time series. We propose enhancing a canonical time
series model, the autoregressive model with exogenous variables, with a novel
online penalty parameter selection procedure that takes advantage of the
sequential nature of time series data to improve both computational performance
and forecast accuracy relative to existing methods in both a simulation and
empirical application involving macroeconomic indicators.",http://arxiv.org/pdf/2010.07594v1,stat.ME
2020-10-14 19:25:26+00:00,Graph Deep Factors for Forecasting,"['Hongjie Chen', 'Ryan A. Rossi', 'Kanak Mahadik', 'Sungchul Kim', 'Hoda Eldardiry']","Deep probabilistic forecasting techniques have recently been proposed for
modeling large collections of time-series. However, these techniques explicitly
assume either complete independence (local model) or complete dependence
(global model) between time-series in the collection. This corresponds to the
two extreme cases where every time-series is disconnected from every other
time-series in the collection or likewise, that every time-series is related to
every other time-series resulting in a completely connected graph. In this
work, we propose a deep hybrid probabilistic graph-based forecasting framework
called Graph Deep Factors (GraphDF) that goes beyond these two extremes by
allowing nodes and their time-series to be connected to others in an arbitrary
fashion. GraphDF is a hybrid forecasting framework that consists of a
relational global and relational local model. In particular, we propose a
relational global model that learns complex non-linear time-series patterns
globally using the structure of the graph to improve both forecasting accuracy
and computational efficiency. Similarly, instead of modeling every time-series
independently, we learn a relational local model that not only considers its
individual time-series but also the time-series of nodes that are connected in
the graph. The experiments demonstrate the effectiveness of the proposed deep
hybrid graph-based forecasting model compared to the state-of-the-art methods
in terms of its forecasting accuracy, runtime, and scalability. Our case study
reveals that GraphDF can successfully generate cloud usage forecasts and
opportunistically schedule workloads to increase cloud cluster utilization by
47.5% on average.",http://arxiv.org/pdf/2010.07373v1,cs.LG
2020-10-14 14:54:56+00:00,VEST: Automatic Feature Engineering for Forecasting,"['Vitor Cerqueira', 'Nuno Moniz', 'Carlos Soares']","Time series forecasting is a challenging task with applications in a wide
range of domains. Auto-regression is one of the most common approaches to
address these problems. Accordingly, observations are modelled by multiple
regression using their past lags as predictor variables. We investigate the
extension of auto-regressive processes using statistics which summarise the
recent past dynamics of time series. The result of our research is a novel
framework called VEST, designed to perform feature engineering using univariate
and numeric time series automatically. The proposed approach works in three
main steps. First, recent observations are mapped onto different
representations. Second, each representation is summarised by statistical
functions. Finally, a filter is applied for feature selection. We discovered
that combining the features generated by VEST with auto-regression
significantly improves forecasting performance. We provide evidence using 90
time series with high sampling frequency. VEST is publicly available online.",http://arxiv.org/pdf/2010.07137v1,stat.ML
2020-10-14 10:37:03+00:00,Scalable changepoint and anomaly detection in cross-correlated data with an application to condition monitoring,"['Martin Tveten', 'Idris A. Eckley', 'Paul Fearnhead']","Motivated by a condition monitoring application arising from subsea
engineering we derive a novel, scalable approach to detecting anomalous mean
structure in a subset of correlated multivariate time series. Given the need to
analyse such series efficiently we explore a computationally efficient
approximation of the maximum likelihood solution to the resulting modelling
framework, and develop a new dynamic programming algorithm for solving the
resulting Binary Quadratic Programme when the precision matrix of the time
series at any given time-point is banded. Through a comprehensive simulation
study, we show that the resulting methods perform favourably compared to
competing methods both in the anomaly and change detection settings, even when
the sparsity structure of the precision matrix estimate is misspecified. We
also demonstrate its ability to correctly detect faulty time-periods of a pump
within the motivating application.",http://arxiv.org/pdf/2010.06937v2,stat.ME
2020-10-14 07:10:55+00:00,Reconstruct Anomaly to Normal: Adversarial Learned and Latent Vector-constrained Autoencoder for Time-series Anomaly Detection,"['Chunkai Zhang', 'Wei Zuo', 'Xuan Wang']","Anomaly detection in time series has been widely researched and has important
practical applications. In recent years, anomaly detection algorithms are
mostly based on deep-learning generative models and use the reconstruction
error to detect anomalies. They try to capture the distribution of normal data
by reconstructing normal data in the training phase, then calculate the
reconstruction error of test data to do anomaly detection. However, most of
them only use the normal data in the training phase and can not ensure the
reconstruction process of anomaly data. So, anomaly data can also be well
reconstructed sometimes and gets low reconstruction error, which leads to the
omission of anomalies. What's more, the neighbor information of data points in
time series data has not been fully utilized in these algorithms. In this
paper, we propose RAN based on the idea of Reconstruct Anomalies to Normal and
apply it for unsupervised time series anomaly detection. To minimize the
reconstruction error of normal data and maximize this of anomaly data, we do
not just ensure normal data to reconstruct well, but also try to make the
reconstruction of anomaly data consistent with the distribution of normal data,
then anomalies will get higher reconstruction errors. We implement this idea by
introducing the ""imitated anomaly data"" and combining a specially designed
latent vector-constrained Autoencoder with the discriminator to construct an
adversary network. Extensive experiments on time-series datasets from different
scenes such as ECG diagnosis also show that RAN can detect meaningful
anomalies, and it outperforms other algorithms in terms of AUC-ROC.",http://arxiv.org/pdf/2010.06846v1,cs.LG
